Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,2848,10.033356741573034,41.5300000000002,10.033356741573034,41.5300000000002
Down Cross,2891,9.087858872362505,44.0,9.087858872362505,44.0
