Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1140,11.766666666666667,197.9499999999805,11.766666666666667,197.9499999999805
Down Cross,1142,9.48248686514886,54.58999999999992,9.48248686514886,54.58999999999992
