event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,2004,1203,352,0.60029940119760479042,0.17564870259481037924
CROSS,FROM_BELOW,2009,991,427,0.49328023892483822797,0.21254355400696864111
PIERCE,FROM_ABOVE,411,229,182,0.55717761557177615572,0.44282238442822384428
PIERCE,FROM_BELOW,423,246,177,0.58156028368794326241,0.41843971631205673759
TOUCH,FROM_ABOVE,463,253,210,0.54643628509719222462,0.45356371490280777538
TOUCH,FROM_BELOW,488,295,193,0.60450819672131147541,0.39549180327868852459
