month,session_count,event_count,avg_touches_per_day
2025-06-01 00:00:00-04:00,460,460,90.4347826086956522
2025-07-01 00:00:00-04:00,1698,1697,77.7968197879858657
2025-08-01 00:00:00-04:00,1493,1493,80.5137307434695244
2025-09-01 00:00:00-04:00,749,749,83.6088117489986649
