hour,minute,avg_reaction_size,event_count
0,1,22.4666666666666667,30
0,2,24.6785714285714286,28
0,3,28.2962962962962963,27
0,4,29.3913043478260870,23
0,5,24.8333333333333333,24
0,6,24.8636363636363636,22
0,7,21.2272727272727273,22
0,8,24.0588235294117647,17
0,9,24.5500000000000000,20
0,10,28.0588235294117647,17
0,11,19.4666666666666667,15
0,12,15.6923076923076923,13
0,13,36.4375000000000000,16
0,14,22.1666666666666667,12
0,15,28.5833333333333333,12
0,16,19.5333333333333333,15
0,17,16.6363636363636364,22
0,18,14.4545454545454545,11
0,19,12.9166666666666667,12
0,20,17.8000000000000000,15
0,21,23.6666666666666667,15
0,22,21.0833333333333333,12
0,23,16.6875000000000000,16
0,24,11.7500000000000000,12
0,25,24.1000000000000000,10
0,26,13.8750000000000000,8
0,27,16.6250000000000000,8
0,28,14.6666666666666667,9
0,29,10.0000000000000000,7
0,30,19.2222222222222222,9
0,31,21.0000000000000000,11
0,32,23.9166666666666667,12
0,33,16.0000000000000000,11
0,34,10.3333333333333333,9
0,35,17.2000000000000000,10
0,36,11.0000000000000000,9
0,37,20.7777777777777778,9
0,38,9.2500000000000000,4
0,39,27.1666666666666667,6
0,40,17.1666666666666667,6
0,41,10.8000000000000000,5
0,42,23.3333333333333333,6
0,43,14.6666666666666667,6
0,44,14.4285714285714286,7
0,45,18.1000000000000000,10
0,46,20.2222222222222222,9
0,47,14.5555555555555556,9
0,48,19.5555555555555556,9
0,49,21.1000000000000000,10
0,50,22.4615384615384615,13
0,51,24.7272727272727273,11
0,52,15.1666666666666667,12
0,53,24.8000000000000000,10
0,54,19.8000000000000000,5
0,55,17.5000000000000000,10
0,56,17.5714285714285714,7
0,57,24.7142857142857143,7
0,58,21.3846153846153846,13
0,59,15.3750000000000000,8
1,0,18.0000000000000000,9
1,1,16.1250000000000000,8
1,2,15.5555555555555556,9
1,3,31.8000000000000000,10
1,4,21.8750000000000000,8
1,5,20.7777777777777778,9
1,6,28.8000000000000000,5
1,7,20.6666666666666667,6
1,8,26.1428571428571429,7
1,9,23.1428571428571429,7
1,10,11.0000000000000000,3
1,11,22.7142857142857143,7
1,12,25.0000000000000000,3
1,13,19.6250000000000000,8
1,14,28.0000000000000000,6
1,15,22.7000000000000000,10
1,16,20.0000000000000000,4
1,17,13.2857142857142857,7
1,18,18.0000000000000000,8
1,19,39.2000000000000000,5
1,20,28.0000000000000000,11
1,21,16.7000000000000000,10
1,22,14.5000000000000000,6
1,23,15.5714285714285714,7
1,24,21.7500000000000000,4
1,25,22.1428571428571429,7
