month,session_count,event_count,avg_touches_per_day
2025-09-01 00:00:00-04:00,847,847,91.5430932703659976
2025-10-01 00:00:00-04:00,1228,1228,66.6661237785016287
2025-11-01 00:00:00-04:00,1052,1052,62.6958174904942966
2025-12-01 00:00:00-05:00,751,750,93.1291611185086551
