event_type,direction,window_seconds,avg_mfe,median_mfe,p75_mfe,p90_mfe,avg_mae,median_mae,avg_time_to_mfe,sample_size,window_minutes
CROSS,FROM_ABOVE,60,5.4645418326693227,4.0,7.0,11.0,60.0796812749003984,10.0,60.0000000000000000,1255,1.0
CROSS,FROM_ABOVE,180,8.7450199203187251,6.0,11.0,18.600000000000136,62.3824701195219124,12.0,121.7352614015572859,1255,3.0
CROSS,FROM_ABOVE,300,11.0454183266932271,8.0,14.0,24.600000000000136,64.4454183266932271,13.0,181.5934627170582227,1255,5.0
CROSS,FROM_ABOVE,900,19.7888446215139442,13.0,25.0,43.0,71.0286852589641434,20.0,483.8391224862888483,1255,15.0
CROSS,FROM_ABOVE,1800,27.3163346613545817,18.0,36.0,61.0,77.5378486055776892,28.0,867.0712401055408971,1255,30.0
CROSS,FROM_BELOW,60,5.7372611464968153,4.0,7.0,11.0,60.0031847133757962,10.0,60.0000000000000000,1256,1.0
CROSS,FROM_BELOW,180,8.9012738853503185,6.0,11.0,18.0,62.0453821656050955,12.0,124.0938166311300640,1256,3.0
CROSS,FROM_BELOW,300,11.2945859872611465,8.0,14.0,23.0,63.8885350318471338,14.0,186.9753694581280788,1256,5.0
CROSS,FROM_BELOW,900,18.2683121019108280,14.0,25.0,37.0,71.0772292993630573,20.0,486.8817204301075269,1256,15.0
CROSS,FROM_BELOW,1800,25.2253184713375796,20.0,34.0,53.0,78.7189490445859873,27.0,933.0517241379310345,1256,30.0
PIERCE,FROM_ABOVE,60,8.1397058823529412,5.0,8.0,12.0,5.5000000000000000,4.0,60.0000000000000000,544,1.0
PIERCE,FROM_ABOVE,180,10.9816176470588235,7.0,12.0,19.0,8.3180147058823529,6.0,131.0126582278481013,544,3.0
PIERCE,FROM_ABOVE,300,12.9871323529411765,8.5,15.0,25.0,10.2022058823529412,8.0,196.0000000000000000,544,5.0
PIERCE,FROM_ABOVE,900,20.7500000000000000,14.0,26.0,41.0,17.2941176470588235,14.0,492.2171945701357466,544,15.0
PIERCE,FROM_ABOVE,1800,28.6838235294117647,20.0,33.25,57.0,23.6323529411764706,17.0,942.7659574468085106,544,30.0
PIERCE,FROM_BELOW,60,6.5786618444846293,5.0,8.0,12.0,5.7016274864376130,4.0,60.0000000000000000,553,1.0
PIERCE,FROM_BELOW,180,9.3345388788426763,7.0,12.0,19.0,8.6094032549728752,6.0,132.1875000000000000,553,3.0
PIERCE,FROM_BELOW,300,10.9204339963833635,9.0,15.0,21.0,10.8607594936708861,8.0,190.1666666666666667,553,5.0
PIERCE,FROM_BELOW,900,17.0669077757685353,14.0,24.0,35.0,18.7197106690777577,13.0,509.8617511520737327,553,15.0
PIERCE,FROM_BELOW,1800,24.1464737793851718,19.0,34.0,49.80000000000001,26.1247739602169982,17.0,999.3548387096774194,553,30.0
TOUCH,FROM_ABOVE,60,5.6332970620239391,5.0,8.0,11.0,5.5353645266594124,4.0,60.0000000000000000,919,1.0
TOUCH,FROM_ABOVE,180,8.3025027203482046,6.0,11.0,17.0,8.1697497279651795,7.0,127.1150442477876106,919,3.0
TOUCH,FROM_ABOVE,300,10.6071817192600653,8.0,13.0,21.0,9.8226332970620239,8.0,194.2229199372056515,919,5.0
TOUCH,FROM_ABOVE,900,17.1806311207834603,12.0,22.0,37.200000000000045,16.4102285092491839,13.0,484.8097826086956522,919,15.0
TOUCH,FROM_ABOVE,1800,24.6213275299238303,16.0,31.0,55.0,22.9379760609357998,18.0,889.6946564885496183,919,30.0
TOUCH,FROM_BELOW,60,5.6768149882903981,5.0,7.0,11.700000000000045,5.8067915690866511,5.0,60.0000000000000000,854,1.0
TOUCH,FROM_BELOW,180,8.2096018735362998,6.0,11.0,17.0,8.4285714285714286,7.0,126.0787992495309568,854,3.0
TOUCH,FROM_BELOW,300,10.1042154566744731,7.0,13.0,21.700000000000045,10.5421545667447307,8.0,191.9397993311036789,854,5.0
TOUCH,FROM_BELOW,900,16.2002341920374707,13.0,23.0,35.0,17.8313817330210773,12.0,495.2991452991452991,854,15.0
TOUCH,FROM_BELOW,1800,22.7271662763466042,17.0,33.0,51.700000000000045,25.5585480093676815,17.0,970.4838709677419355,854,30.0
