month,session_count,event_count,avg_touches_per_day
2025-01-01 00:00:00-05:00,510,510,179.8156862745098039
2025-02-01 00:00:00-05:00,2233,2233,115.3564711150918047
2025-03-01 00:00:00-05:00,2640,2638,180.5636363636363636
