Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,937,8.39274279615795,45.0,8.39274279615795,45.0
Down Cross,932,7.944206008583691,42.68999999999994,7.944206008583691,42.68999999999994
