Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,687,5.622998544395925,24.41999999999996,5.622998544395925,24.41999999999996
Down Cross,789,5.797211660329531,28.0,5.797211660329531,28.0
