hour,minute,count
0,0,14
0,1,2
0,2,2
0,3,2
0,7,5
0,8,2
0,15,1
0,16,1
0,23,1
0,28,1
0,29,1
0,32,1
0,42,1
0,43,1
0,59,1
1,1,1
1,5,1
1,12,1
1,59,1
2,9,1
2,14,1
2,47,1
7,0,1
10,20,1
11,33,1
11,34,1
13,51,1
14,58,1
15,1,1
15,2,1
15,9,1
15,16,1
15,17,1
15,48,1
16,1,1
18,3,1
