event_type,touch_sequence_number,vwap_slope_bucket,sample_size,p_revert,median_mfe,median_mae,p95_extension,avg_time_to_mfe
CROSS,1,flat,41,0.39024390243902439024,13.0,19.0,57.0,180.0000000000000000
CROSS,1,moderate,27,0.33333333333333333333,18.0,22.0,67.49999999999999,172.8000000000000000
CROSS,2,flat,25,0.12000000000000000000,11.0,19.0,62.999999999999886,166.3636363636363636
CROSS,2,moderate,19,0.31578947368421052632,13.0,19.0,47.599999999999945,197.1428571428571429
CROSS,3,flat,34,0.38235294117647058824,15.5,17.0,42.84999999999998,180.0000000000000000
CROSS,3,moderate,21,0.28571428571428571429,11.0,19.0,36.0,229.4117647058823529
CROSS,4,flat,29,0.20689655172413793103,16.0,19.0,51.59999999999999,175.2000000000000000
CROSS,4,moderate,18,0.22222222222222222222,18.0,19.0,43.549999999999976,187.5000000000000000
CROSS,5,flat,25,0.24000000000000000000,11.0,16.0,55.99999999999994,183.5294117647058824
CROSS,5,moderate,24,0.33333333333333333333,13.0,20.0,34.849999999999994,176.6666666666666667
CROSS,6,flat,28,0.25000000000000000000,18.0,19.0,37.89999999999999,195.0000000000000000
CROSS,6,moderate,23,0.34782608695652173913,11.0,20.0,31.39999999999999,177.0000000000000000
CROSS,7,flat,28,0.28571428571428571429,14.5,17.0,57.0,187.8260869565217391
CROSS,7,moderate,28,0.25000000000000000000,14.0,14.5,51.74999999999998,161.7391304347826087
CROSS,8,flat,30,0.36666666666666666667,10.0,16.0,60.29999999999998,180.0000000000000000
CROSS,8,moderate,20,0.35000000000000000000,20.0,18.0,39.85000000000001,210.0000000000000000
CROSS,9,flat,31,0.35483870967741935484,12.0,18.0,53.5,202.5000000000000000
CROSS,9,moderate,23,0.52173913043478260870,10.0,21.0,64.19999999999997,190.5882352941176471
CROSS,10,flat,31,0.29032258064516129032,13.0,16.0,61.0,175.8620689655172414
CROSS,10,moderate,21,0.19047619047619047619,11.0,19.0,39.0,180.0000000000000000
CROSS,11,flat,19,0.31578947368421052632,11.0,16.0,22.299999999999972,184.0000000000000000
CROSS,11,moderate,22,0.31818181818181818182,9.0,31.0,52.249999999999986,180.0000000000000000
CROSS,12,flat,25,0.32000000000000000000,9.0,15.0,34.19999999999999,182.7272727272727273
CROSS,12,moderate,25,0.32000000000000000000,16.0,21.0,51.799999999999955,187.5000000000000000
CROSS,13,flat,24,0.25000000000000000000,14.5,19.5,30.549999999999994,190.4347826086956522
CROSS,13,moderate,21,0.19047619047619047619,21.0,23.0,81.0,186.6666666666666667
CROSS,14,flat,30,0.36666666666666666667,10.5,15.5,42.89999999999995,180.0000000000000000
CROSS,14,moderate,18,0.22222222222222222222,16.5,21.0,39.84999999999997,160.0000000000000000
CROSS,15,flat,26,0.38461538461538461538,13.0,23.0,43.25,233.6842105263157895
CROSS,15,moderate,18,0.27777777777777777778,21.5,27.0,66.0,197.1428571428571429
CROSS,16,flat,26,0.26923076923076923077,17.5,21.5,45.0,228.5714285714285714
CROSS,16,moderate,17,0.29411764705882352941,16.0,17.0,34.199999999999996,176.2500000000000000
CROSS,17,flat,27,0.37037037037037037037,13.0,18.0,32.7,210.0000000000000000
CROSS,17,moderate,22,0.31818181818181818182,14.0,24.5,47.44999999999999,165.0000000000000000
CROSS,18,flat,31,0.35483870967741935484,13.0,19.0,32.5,164.0000000000000000
CROSS,18,moderate,18,0.22222222222222222222,16.0,25.5,102.29999999999971,184.6153846153846154
CROSS,19,flat,30,0.43333333333333333333,8.0,26.5,33.19999999999999,152.7272727272727273
CROSS,19,moderate,20,0.40000000000000000000,12.0,21.0,42.05,204.7058823529411765
CROSS,20,flat,19,0.36842105263157894737,14.0,22.0,50.69999999999996,214.2857142857142857
CROSS,20,moderate,20,0.30000000000000000000,13.5,30.5,104.35000000000004,168.7500000000000000
CROSS,21,flat,27,0.33333333333333333333,23.0,22.0,92.29999999999997,227.5000000000000000
CROSS,21,moderate,19,0.21052631578947368421,23.0,21.0,85.69999999999996,186.3157894736842105
CROSS,22,flat,29,0.20689655172413793103,18.0,24.0,55.39999999999997,187.8260869565217391
CROSS,22,moderate,19,0.47368421052631578947,7.0,21.0,47.59999999999999,133.8461538461538462
CROSS,23,flat,27,0.18518518518518518519,16.0,26.0,39.5,185.4545454545454545
CROSS,23,moderate,12,0.25000000000000000000,16.0,25.5,79.94999999999995,185.0000000000000000
CROSS,24,flat,29,0.31034482758620689655,13.0,26.0,52.59999999999998,212.5000000000000000
CROSS,24,moderate,12,0.41666666666666666667,12.5,37.5,72.69999999999999,140.0000000000000000
CROSS,25,flat,26,0.46153846153846153846,19.5,24.5,69.75,191.4285714285714286
CROSS,25,moderate,10,0.40000000000000000000,18.5,25.5,54.199999999999996,204.0000000000000000
CROSS,26,flat,23,0.43478260869565217391,15.0,20.0,70.19999999999996,198.7500000000000000
CROSS,26,moderate,12,0.33333333333333333333,23.5,19.0,57.14999999999998,217.5000000000000000
CROSS,27,flat,25,0.24000000000000000000,20.0,23.0,57.19999999999996,180.0000000000000000
CROSS,27,moderate,9,0.44444444444444444444,15.0,29.0,61.199999999999996,165.0000000000000000
CROSS,28,flat,23,0.30434782608695652174,12.0,26.0,57.699999999999996,165.8823529411764706
CROSS,28,moderate,11,0.27272727272727272727,14.0,23.0,81.0,220.0000000000000000
CROSS,29,flat,22,0.50000000000000000000,14.0,28.5,36.0,180.0000000000000000
CROSS,29,moderate,13,0.46153846153846153846,11.0,24.0,42.59999999999999,180.0000000000000000
CROSS,30,flat,19,0.26315789473684210526,19.0,31.0,34.89999999999998,183.3333333333333333
CROSS,30,moderate,11,0E-20,19.0,20.0,34.0,186.0000000000000000
CROSS,31,flat,25,0.28000000000000000000,16.0,20.0,66.59999999999995,190.4347826086956522
CROSS,31,moderate,4,0E-20,24.5,12.0,32.65,180.0000000000000000
CROSS,32,flat,23,0.30434782608695652174,21.0,27.0,49.29999999999999,211.4285714285714286
CROSS,32,moderate,9,0.11111111111111111111,33.0,15.0,56.99999999999999,186.6666666666666667
