event_type,direction,window_seconds,avg_mfe,median_mfe,p75_mfe,p90_mfe,avg_mae,median_mae,avg_time_to_mfe,sample_size,window_minutes
CROSS,FROM_ABOVE,60,37.8718861209964413,21.0,48.0,90.0,107.6903914590747331,84.0,60.0000000000000000,1999,1.0
CROSS,FROM_ABOVE,180,41.2755102040816327,24.5,53.75,96.09999999999997,106.6122448979591837,83.5,118.3783783783783784,1999,3.0
CROSS,FROM_ABOVE,300,44.8742514970059880,30.0,62.0,105.69999999999999,105.5598802395209581,84.0,199.1379310344827586,1999,5.0
CROSS,FROM_ABOVE,900,58.0348623853211009,41.0,77.0,124.60000000000002,110.7302752293577982,85.0,602.3708206686930091,1999,15.0
CROSS,FROM_ABOVE,1800,78.8848167539267016,59.0,104.25,157.80000000000018,109.2774869109947644,84.0,1093.8116591928251121,1999,30.0
CROSS,FROM_BELOW,60,35.6793893129770992,22.0,50.0,79.0,123.0114503816793893,84.0,60.0000000000000000,2004,1.0
CROSS,FROM_BELOW,180,37.0250000000000000,24.5,51.25,84.1,122.4535714285714286,84.0,119.2500000000000000,2004,3.0
CROSS,FROM_BELOW,300,41.4528875379939210,29.0,58.0,89.19999999999999,123.7051671732522796,86.0,213.8345864661654135,2004,5.0
CROSS,FROM_BELOW,900,53.0978260869565217,39.5,65.0,112.0,117.9818840579710145,88.0,616.2430939226519337,2004,15.0
CROSS,FROM_BELOW,1800,69.9209486166007905,49.0,89.5,152.20000000000005,113.8998682476943347,86.0,1066.2908011869436202,2004,30.0
PIERCE,FROM_ABOVE,60,32.0555555555555556,11.0,34.75,74.20000000000005,21.7222222222222222,13.5,60.0000000000000000,613,1.0
PIERCE,FROM_ABOVE,180,39.7333333333333333,17.0,44.5,88.40000000000002,26.7166666666666667,19.5,126.2068965517241379,613,3.0
PIERCE,FROM_ABOVE,300,47.2794117647058824,25.0,57.0,124.30000000000013,38.1617647058823529,24.0,181.5789473684210526,613,5.0
PIERCE,FROM_ABOVE,900,50.0431034482758621,36.5,62.25,127.0,50.6120689655172414,39.0,540.6521739130434783,613,15.0
PIERCE,FROM_ABOVE,1800,61.9776536312849162,43.0,80.0,129.60000000000005,59.3631284916201117,46.0,982.4539877300613497,613,30.0
PIERCE,FROM_BELOW,60,40.3750000000000000,14.0,53.75,138.10000000000002,28.7291666666666667,15.0,60.0000000000000000,645,1.0
PIERCE,FROM_BELOW,180,43.1228070175438596,20.0,62.0,117.99999999999996,40.3157894736842105,22.0,132.5000000000000000,645,3.0
PIERCE,FROM_BELOW,300,45.0579710144927536,29.0,66.0,106.0,46.7101449275362319,38.0,193.8461538461538462,645,5.0
PIERCE,FROM_BELOW,900,53.7479674796747967,45.0,67.0,120.39999999999995,57.1219512195121951,52.0,552.1276595744680851,645,15.0
PIERCE,FROM_BELOW,1800,62.7452229299363057,53.0,69.0,140.20000000000002,73.1337579617834395,60.0,889.9270072992700730,645,30.0
TOUCH,FROM_ABOVE,60,37.6923076923076923,12.5,43.5,123.0,20.7692307692307692,11.0,60.0000000000000000,765,1.0
TOUCH,FROM_ABOVE,180,42.4642857142857143,14.0,50.0,131.40000000000003,27.7500000000000000,18.0,103.3333333333333333,765,3.0
TOUCH,FROM_ABOVE,300,52.7676767676767677,20.0,69.0,157.60000000000005,41.0000000000000000,22.0,185.5555555555555556,765,5.0
TOUCH,FROM_ABOVE,900,62.4421768707482993,42.0,81.0,154.8,48.7687074829931973,29.0,534.0000000000000000,765,15.0
TOUCH,FROM_ABOVE,1800,65.5145631067961165,49.5,76.5,152.0,56.2475728155339806,39.0,961.6666666666666667,765,30.0
TOUCH,FROM_BELOW,60,31.9107142857142857,17.5,36.0,87.0,31.2321428571428571,15.5,60.0000000000000000,763,1.0
TOUCH,FROM_BELOW,180,36.9677419354838710,20.0,41.75,91.79999999999998,38.0000000000000000,23.0,134.4000000000000000,763,3.0
TOUCH,FROM_BELOW,300,44.9342105263157895,29.0,54.0,101.0,46.7894736842105263,27.5,224.2857142857142857,763,5.0
TOUCH,FROM_BELOW,900,55.9729729729729730,38.0,65.0,112.0,51.6126126126126126,36.0,526.5000000000000000,763,15.0
TOUCH,FROM_BELOW,1800,62.6118421052631579,44.5,75.0,117.9,59.3092105263157895,45.5,963.1343283582089552,763,30.0
