event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,883,626,51,0.70894677236693091733,0.05775764439411098528
CROSS,FROM_BELOW,878,629,69,0.71640091116173120729,0.07858769931662870159
PIERCE,FROM_ABOVE,441,351,90,0.79591836734693877551,0.20408163265306122449
PIERCE,FROM_BELOW,446,371,75,0.83183856502242152466,0.16816143497757847534
TOUCH,FROM_ABOVE,615,527,85,0.85691056910569105691,0.13821138211382113821
TOUCH,FROM_BELOW,687,597,90,0.86899563318777292576,0.13100436681222707424
