Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,1255,42.47808764940239,287.2000000000007,42.47808764940239,287.2000000000007
Down Cross,1239,48.450363196125906,330.579999999999,48.450363196125906,330.579999999999
