Cross Type,Total VWAP Touches,Avg Extension (ticks),Max Extension (ticks),Avg. Performance (ticks),Max Performance (ticks)
Up Cross,386,55.42227979274612,311.7499999999999,55.42227979274612,311.7499999999999
Down Cross,452,61.059734513274336,379.7100000000007,61.059734513274336,379.7100000000007
