month,session_count,event_count,avg_touches_per_day
2024-12-01 00:00:00-05:00,1134,1134,87.1234567901234568
2025-01-01 00:00:00-05:00,1946,1945,83.0477903391572456
2025-02-01 00:00:00-05:00,1856,1856,96.6627155172413793
2025-03-01 00:00:00-05:00,907,906,82.8291069459757442
