event_type,direction,total_events,held_count,failed_count,hold_rate,fail_rate
CROSS,FROM_ABOVE,932,627,25,0.67274678111587982833,0.02682403433476394850
CROSS,FROM_BELOW,937,644,27,0.68729989327641408751,0.02881536819637139808
PIERCE,FROM_ABOVE,511,437,73,0.85518590998043052838,0.14285714285714285714
PIERCE,FROM_BELOW,512,416,96,0.81250000000000000000,0.18750000000000000000
TOUCH,FROM_ABOVE,1044,934,109,0.89463601532567049808,0.10440613026819923372
TOUCH,FROM_BELOW,1073,952,121,0.88723205964585274930,0.11276794035414725070
