month,session_count,event_count,avg_touches_per_day
2024-07-01 00:00:00-04:00,681,681,174.3538913362701909
2024-08-01 00:00:00-04:00,2674,2674,124.3792071802543007
2024-09-01 00:00:00-04:00,2954,2953,142.0213270142180095
2024-10-01 00:00:00-04:00,2799,2799,117.1236155769917828
2024-11-01 00:00:00-04:00,1653,1653,105.1560798548094374
