session_date,max_extension_up_ticks,max_extension_down_ticks,max_extension_up_sigma,max_extension_down_sigma
2024-07-25,444.792470,325.919560,6.915334,4.409338
2024-07-26,143.135090,66.361970,2.353122,1.652176
2024-07-28,227.741130,76.769000,3.049532,2.967050
2024-07-29,43.247020,217.840770,2.514167,3.407046
2024-07-30,238.025600,53.938310,2.342977,1.261411
2024-07-31,301.306100,14.447940,2.459491,1.852932
2024-08-01,171.763520,114.256220,2.251026,2.463361
2024-08-02,163.175210,468.078980,2.904379,2.825827
2024-08-04,175.264000,230.244350,2.325892,3.576356
2024-08-05,114.566850,566.926490,0.482151,2.268845
2024-08-06,95.552770,195.962650,2.068872,2.243087
2024-08-07,143.768350,144.083510,2.434442,2.333070
2024-08-08,197.634370,31.560810,2.062750,2.655474
2024-08-09,101.704100,62.971950,2.420825,2.378052
2024-08-11,35.125610,49.633840,3.233021,2.939900
2024-08-12,272.541100,11.985820,2.077836,1.908828
2024-08-13,104.086850,113.335930,2.576294,2.910959
2024-08-14,141.844100,233.759810,2.562258,2.362807
2024-08-15,138.011440,210.392560,3.022855,2.464124
2024-08-16,280.295860,29.121300,1.773520,1.783454
2024-08-18,56.689460,89.316760,2.273069,2.769685
2024-08-19,97.792650,132.921860,1.671612,2.475561
2024-08-20,168.276760,161.717320,1.604624,1.660231
2024-08-21,116.993110,166.125800,1.846416,2.828016
2024-08-22,62.177330,266.204860,2.122536,2.518415
2024-08-23,190.894220,25.192610,2.696152,0.298165
2024-08-25,52.963890,30.826700,3.310978,1.604445
2024-08-26,104.254560,127.785230,2.273915,2.506315
2024-08-27,151.762590,75.787120,2.812504,2.180757
2024-08-28,86.705570,148.331630,1.796827,2.652488
2024-08-29,118.906180,129.527420,2.346749,2.863188
2024-08-30,87.916770,202.575900,2.605100,2.605402
2024-09-01,20.147490,95.875070,3.237070,2.209961
2024-09-02,100.762300,91.955370,2.777015,2.576421
2024-09-03,94.696580,191.664820,2.864456,3.031240
2024-09-04,124.230560,165.313850,1.983611,2.510838
2024-09-05,142.883290,84.246710,1.982298,1.280612
2024-09-06,104.325130,273.100830,3.904449,2.972120
2024-09-08,38.796320,14.185890,2.231072,3.154390
2024-09-09,100.768080,89.054390,2.098862,2.930719
2024-09-10,135.320490,56.183660,2.554412,1.518786
2024-09-11,68.731950,168.229720,2.336644,2.484558
2024-09-12,287.108410,42.725000,1.911371,2.214946
2024-09-13,136.351730,36.029870,2.561472,1.425258
2024-09-15,72.748220,22.380250,2.998515,2.757278
2024-09-16,55.454080,92.677860,1.825169,2.879480
2024-09-17,68.201570,144.534410,2.166232,2.890889
2024-09-18,229.152750,286.672270,2.548606,2.525466
2024-09-19,195.729980,98.759600,2.138346,1.178247
2024-09-20,151.332370,55.429080,2.188524,0.880430
2024-09-22,86.621420,47.701610,2.453469,2.845465
2024-09-23,100.516110,111.178750,2.042444,2.350814
2024-09-24,283.992110,84.141290,2.272713,2.028554
2024-09-25,86.444270,93.479950,2.400217,2.544685
2024-09-26,190.640610,139.400660,2.613015,1.807902
2024-09-27,83.650370,199.617470,2.439809,3.382445
2024-09-28,0.000000,0.000000,,
2024-09-29,92.161660,111.460140,2.334659,2.222484
2024-09-30,40.421940,164.422050,2.132768,2.298911
2024-10-01,187.903100,41.945650,1.983546,0.498775
2024-10-02,97.706810,126.878000,2.151710,2.559299
2024-10-03,120.047210,119.227800,2.177672,2.382102
2024-10-04,176.537460,217.502210,1.989387,3.364134
2024-10-06,60.490950,54.519970,1.998959,2.152403
2024-10-07,106.450800,127.334620,2.079854,2.426744
2024-10-08,124.273550,298.631730,2.336702,2.587407
